37383395351810|Valdis|Lapina|2013-01-25 13:43:28|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
37383395344928|Jose|Cruz|2013-01-15 02:07:47|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
8796093025074|Eve-Mary Thai|Hoang|2013-01-03 07:25:47|1099516446935|photo1099516446935.jpg|0
28587302333114|Abdul Haris|Mohede|2013-01-02 04:58:56|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
30786325581731|Lin|Zhang|2012-12-30 06:10:53|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
37383395347579|Bich Phuong|Bach|2012-12-28 16:44:28|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
37383395347743|Dan|Bologan|2012-12-27 14:18:21|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
26388279070332|Cesar|Le|2012-12-24 21:11:02|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
6597069770596|Priyanka|Khan|2012-12-24 01:42:28|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
8796093032964|Zheng|Zhao|2012-12-22 22:55:23|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
35184372095846|Rudolf|Hoffmann|2012-12-19 05:10:11|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
15393162789090|Chau|Ha|2012-12-15 11:03:34|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
30786325580365|Carlos|Rodriguez|2012-12-12 15:05:11|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
35184372096999|Joseph|Reddy|2012-12-11 13:48:36|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
35184372095163|Joseph|Kanam|2012-12-11 01:19:41|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
35184372093266|Sinn|Sihanouk|2012-12-08 04:47:09|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
28587302327385|Mark|Taylor|2012-12-08 01:47:35|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
32985348842917|Adolfo|Gonzalez|2012-12-07 10:24:02|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
26388279072353|Khanh Ngoc|Nguyen|2012-12-01 11:05:08|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
13194139538093|Rafael|Aghdamski|2012-11-30 19:14:37|2199023443690|About Muammar Gaddafi,  Command Council of Libya, and claimed suAbout Zimbabwe,|1
